match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,0,0,0,0,0,0,1,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,0,1,0,1,0,0,2,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,0,0,0,0,0,0,3,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,0,0,1,1,0,0,4,0,1,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,0,0,0,0,0,0,5,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,0,0,0,0,0,0,6,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,0,1,0,1,0,0,7,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,0,0,0,0,0,1,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,0,1,1,0,0,2,0,1,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,0,1,1,0,0,3,0,1,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,4,0,4,0,0,4,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,1,0,1,0,0,5,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,NM Coulter-Nile,Shubman Gill,1,0,1,1,0,0,6,0,1,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,NM Coulter-Nile,Shubman Gill,1,0,0,0,0,0,7,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,NM Coulter-Nile,Shubman Gill,1,1,0,1,0,0,8,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,NM Coulter-Nile,RA Tripathi,1,0,0,0,0,0,9,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,2,0,0,0,0,0,1,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,2,0,0,0,0,0,2,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,2,1,0,1,0,0,3,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,TA Boult,RA Tripathi,2,1,0,1,0,0,4,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,2,4,0,4,0,0,5,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",RA Tripathi,TA Boult,Shubman Gill,2,0,0,0,0,0,6,0,0,RA Tripathi,caught,SA Yadav,Mumbai Indians,Q de Kock,1,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,JJ Bumrah,N Rana,3,0,0,0,0,0,1,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,JJ Bumrah,N Rana,3,0,0,0,0,0,2,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,JJ Bumrah,N Rana,3,2,0,2,0,0,3,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",Shubman Gill,JJ Bumrah,N Rana,3,1,0,1,0,0,4,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",N Rana,JJ Bumrah,Shubman Gill,3,0,0,0,0,0,5,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
32,2020-10-16,male,T20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,"CB Gaffaney, VK Sharma",N Rana,JJ Bumrah,Shubman Gill,3,4,0,4,0,0,6,0,0,,,,Mumbai Indians,Q de Kock,0,Wickets
