match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,4,0,4,0,0,1,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,0,0,0,0,0,2,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,0,0,0,0,0,3,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,0,0,0,0,0,4,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,4,0,4,0,0,5,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,B Kumar,S Dhawan,0,0,0,0,0,0,6,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",S Dhawan,Mohammad Nabi,PP Shaw,1,1,0,1,0,0,1,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,Mohammad Nabi,S Dhawan,1,1,0,1,0,0,2,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",S Dhawan,Mohammad Nabi,PP Shaw,1,1,0,1,0,0,3,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",PP Shaw,Mohammad Nabi,S Dhawan,1,1,0,1,0,0,4,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
16,2019-04-04,male,T20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,"C Shamshuddin, KN Ananthapadmanabhan",S Dhawan,Mohammad Nabi,PP Shaw,1,1,0,1,0,0,5,0,0,,,,Sunrisers Hyderabad,JM Bairstow,0,Wickets
