match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,1,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,2,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,3,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,4,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,5,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,TA Boult,KR Mayers,0,0,0,0,0,0,6,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,Sandeep Sharma,KL Rahul,1,0,0,0,0,0,1,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,Sandeep Sharma,KL Rahul,1,4,0,4,0,0,2,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,Sandeep Sharma,KL Rahul,1,0,1,1,0,0,3,1,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,Sandeep Sharma,KL Rahul,1,0,0,0,0,0,4,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,Sandeep Sharma,KL Rahul,1,1,0,1,0,0,5,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,Sandeep Sharma,KR Mayers,1,2,0,2,0,0,6,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KL Rahul,Sandeep Sharma,KR Mayers,1,4,0,4,0,0,7,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,TA Boult,KL Rahul,2,0,0,0,0,0,1,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
26,2023-04-19,male,T20,"Lucknow Super Giants, Rajasthan Royals",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,"J Madanagopal, YC Barde",KR Mayers,TA Boult,KL Rahul,2,2,0,2,0,0,2,0,0,,,,Lucknow Super Giants,MP Stoinis,0,Runs
