match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",AJ Finch,DS Kulkarni,S Dhawan,0,0,0,0,0,0,1,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",AJ Finch,DS Kulkarni,S Dhawan,0,0,0,0,0,0,2,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",AJ Finch,DS Kulkarni,S Dhawan,0,2,0,2,0,0,3,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",AJ Finch,DS Kulkarni,S Dhawan,0,0,0,0,0,0,4,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",AJ Finch,DS Kulkarni,S Dhawan,0,0,0,0,0,0,5,0,0,AJ Finch,caught,KW Richardson,Rajasthan Royals,AM Rahane,1,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",DA Warner,DS Kulkarni,S Dhawan,0,0,0,0,0,0,6,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",S Dhawan,KW Richardson,DA Warner,1,0,0,0,0,0,1,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",S Dhawan,KW Richardson,DA Warner,1,0,1,1,0,0,2,0,1,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",S Dhawan,KW Richardson,DA Warner,1,0,0,0,0,0,3,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
4,2014-04-18,male,T20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,"BF Bowden, RK Illingworth",S Dhawan,KW Richardson,DA Warner,1,0,0,0,0,0,4,0,0,,,,Rajasthan Royals,AM Rahane,0,Wickets
