match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",SP Goswami,DL Chahar,S Dhawan,0,1,1,2,0,0,1,1,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,SP Goswami,0,1,0,1,0,0,2,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",SP Goswami,DL Chahar,S Dhawan,0,1,0,1,0,0,3,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,SP Goswami,0,0,0,0,0,0,4,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,SP Goswami,0,1,0,1,0,0,5,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",SP Goswami,DL Chahar,S Dhawan,0,1,0,1,0,0,6,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,SP Goswami,0,0,0,0,0,0,7,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",SP Goswami,L Ngidi,S Dhawan,1,1,0,1,0,0,1,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,L Ngidi,SP Goswami,1,4,0,4,0,0,2,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,L Ngidi,SP Goswami,1,0,0,0,0,0,3,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,L Ngidi,SP Goswami,1,1,0,1,0,0,4,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",SP Goswami,L Ngidi,S Dhawan,1,1,0,1,0,0,5,0,0,SP Goswami,run out,,Chennai Super Kings,SR Watson,1,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",KS Williamson,L Ngidi,S Dhawan,1,1,0,1,0,0,6,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",KS Williamson,DL Chahar,S Dhawan,2,0,0,0,0,0,1,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",KS Williamson,DL Chahar,S Dhawan,2,1,0,1,0,0,2,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,KS Williamson,2,0,0,0,0,0,3,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",S Dhawan,DL Chahar,KS Williamson,2,1,0,1,0,0,4,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
,2018-05-27,male,T20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,"M Erasmus, S Ravi",KS Williamson,DL Chahar,S Dhawan,2,1,0,1,0,0,5,0,0,,,,Chennai Super Kings,SR Watson,0,Wickets
