match_number,date,gender,match_type,teams,team1,team2,team_batting,team_bowling,venue,toss_winner,toss_decision,umpires,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,legbyes,byes,no of balls,noballs,wides,player_out,kind,fielders,winner,player_of_match,iswicket_delivery,won_by
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,1,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,2,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,3,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,4,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,5,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",SP Narine,JD Unadkat,G Gambhir,0,0,0,0,0,0,6,0,0,SP Narine,caught and bowled,,Rising Pune Supergiant,RA Tripathi,1,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",G Gambhir,BA Stokes,SP Jackson,1,0,4,4,4,0,1,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",G Gambhir,BA Stokes,SP Jackson,1,2,0,2,0,0,2,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",G Gambhir,BA Stokes,SP Jackson,1,0,0,0,0,0,3,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
41,2017-05-03,male,T20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,"KN Ananthapadmanabhan, A Nand Kishore",G Gambhir,BA Stokes,SP Jackson,1,1,0,1,0,0,4,0,0,,,,Rising Pune Supergiant,RA Tripathi,0,Wickets
